attribute_filterable,attribute_repeated,attribute_selectable,attribute_sortable,attribute_field_description,attribute_category,attribute_data_type,attribute_name,attribute_type_url
False,True,True,False,Projected metrics for a series of CPV bid amounts.,ATTRIBUTE,MESSAGE,ad_group_simulation.cpv_bid_point_list.points,google.ads.googleads.v15.common.CpvBidSimulationPoint
True,False,True,True,"Output only. Last day on which the simulation is based, in YYYY-MM-DD format",ATTRIBUTE,DATE,ad_group_simulation.end_date,N/A
True,False,True,True,Call to action.,ATTRIBUTE,ENUM,asset.call_to_action_asset.call_to_action,google.ads.googleads.v15.enums.CallToActionTypeEnum.CallToActionType
True,False,True,True,"Output only. 128 bit hex string of the encoded shared campaign key, including a '0x' prefix. This key can be used to do a bitwise OR operator with the aggregate conversion key to create a full aggregation key to retrieve the Aggregate API Report in Android Privacy Sandbox.",ATTRIBUTE,STRING,android_privacy_shared_key_google_campaign.shared_campaign_key,N/A
True,False,True,True,Output only. How the simulation modifies the field.,ATTRIBUTE,ENUM,ad_group_simulation.modification_method,google.ads.googleads.v15.enums.SimulationModificationMethodEnum.SimulationModificationMethod
True,False,True,False,Output only. The resource name of the ad group simulation. Ad group simulation resource names have the form: customers/{customer_id}/adGroupSimulations/{ad_group_id}~{type}~{modification_method}~{start_date}~{end_date},ATTRIBUTE,RESOURCE_NAME,ad_group_simulation.resource_name,N/A
True,False,True,True,"Output only. First day on which the simulation is based, in YYYY-MM-DD format.",ATTRIBUTE,DATE,ad_group_simulation.start_date,N/A
False,True,True,False,"List of non-overlapping schedules specifying all time intervals for which the asset may serve. There can be a maximum of 6 schedules per day, 42 in total.",ATTRIBUTE,MESSAGE,asset.callout_asset.ad_schedule_targets,google.ads.googleads.v15.common.AdScheduleInfo
True,False,True,True,"Required. The callout text. The length of this string should be between 1 and 25, inclusive.",ATTRIBUTE,STRING,asset.callout_asset.callout_text,N/A
False,True,True,False,Projected metrics for a series of target CPA amounts.,ATTRIBUTE,MESSAGE,ad_group_simulation.target_cpa_point_list.points,google.ads.googleads.v15.common.TargetCpaSimulationPoint
False,True,True,False,Projected metrics for a series of target ROAS amounts.,ATTRIBUTE,MESSAGE,ad_group_simulation.target_roas_point_list.points,google.ads.googleads.v15.common.TargetRoasSimulationPoint
True,False,True,True,Output only. The field that the simulation modifies.,ATTRIBUTE,ENUM,ad_group_simulation.type,google.ads.googleads.v15.enums.SimulationTypeEnum.SimulationType
True,False,True,True,"Last date of when this asset is effective and still serving, in yyyy-MM-dd format.",ATTRIBUTE,DATE,asset.callout_asset.end_date,N/A
True,False,True,True,"Start date of when this asset is effective and can begin serving, in yyyy-MM-dd format.",ATTRIBUTE,DATE,asset.callout_asset.start_date,N/A
True,False,True,True,Call to action text.,ATTRIBUTE,STRING,asset.discovery_carousel_card_asset.call_to_action_text,N/A
True,False,True,True,Required. Headline of the carousel card.,ATTRIBUTE,STRING,asset.discovery_carousel_card_asset.headline,N/A
True,False,True,True,Asset resource name of the associated 1.91:1 marketing image. This and/or square marketing image asset is required.,ATTRIBUTE,RESOURCE_NAME,asset.discovery_carousel_card_asset.marketing_image_asset,N/A
True,False,True,True,Asset resource name of the associated 4:5 portrait marketing image.,ATTRIBUTE,RESOURCE_NAME,asset.discovery_carousel_card_asset.portrait_marketing_image_asset,N/A
True,False,True,True,Asset resource name of the associated square marketing image. This and/or a marketing image asset is required.,ATTRIBUTE,RESOURCE_NAME,asset.discovery_carousel_card_asset.square_marketing_image_asset,N/A
True,False,True,True,"Android deep link, for example, android-app://com.example.android/http/example.com/gizmos?1234.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.android_app_link,N/A
True,True,True,False,"Contextual keywords, for example, Sedans, 4 door sedans.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.contextual_keywords,N/A
True,False,True,True,"Formatted price which can be any characters. If set, this attribute will be used instead of 'price', for example, Starting at $20,000.00.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.formatted_price,N/A
True,False,True,True,"Formatted sale price which can be any characters. If set, this attribute will be used instead of 'sale price', for example, On sale for $15,000.00.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.formatted_sale_price,N/A
True,False,True,True,"Required. ID which can be any sequence of letters and digits, and must be unique and match the values of remarketing tag, for example, sedan. Required.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.id,N/A
True,False,True,True,"ID2 which can be any sequence of letters and digits, for example, red. ID sequence (ID + ID2) must be unique.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.id2,N/A
True,False,True,True,"Image URL, for example, http://www.example.com/image.png. The image will not be uploaded as image asset.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.image_url,N/A
True,False,True,True,"iOS deep link, for example, exampleApp://content/page.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.ios_app_link,N/A
True,False,True,True,"iOS app store ID. This is used to check if the user has the app installed on their device before deep linking. If this field is set, then the ios_app_link field must also be present.",ATTRIBUTE,INT64,asset.dynamic_custom_asset.ios_app_store_id,N/A
True,False,True,True,"Item address which can be specified in one of the following formats. (1) City, state, code, country, for example, Mountain View, CA, USA. (2) Full address, for example, 123 Boulevard St, Mountain View, CA 94043. (3) Latitude-longitude in the DDD format, for example, 41.40338, 2.17403",ATTRIBUTE,STRING,asset.dynamic_custom_asset.item_address,N/A
True,False,True,True,"Item category, for example, Sedans.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.item_category,N/A
True,False,True,True,"Item description, for example, Best selling mid-size car.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.item_description,N/A
True,False,True,True,"Item subtitle, for example, At your Mountain View dealership.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.item_subtitle,N/A
True,False,True,True,"Required. Item title, for example, Mid-size sedan. Required.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.item_title,N/A
True,False,True,True,"Price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 20,000.00 USD.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.price,N/A
True,False,True,True,"Sale price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 15,000.00 USD. Must be less than the 'price' field.",ATTRIBUTE,STRING,asset.dynamic_custom_asset.sale_price,N/A
True,True,True,False,Similar IDs.,ATTRIBUTE,STRING,asset.dynamic_custom_asset.similar_ids,N/A
True,False,True,True,"School address which can be specified in one of the following formats. (1) City, state, code, country, for example, Mountain View, CA, USA. (2) Full address, for example, 123 Boulevard St, Mountain View, CA 94043. (3) Latitude-longitude in the DDD format, for example, 41.40338, 2.17403",ATTRIBUTE,STRING,asset.dynamic_education_asset.address,N/A
True,False,True,True,"Android deep link, for example, android-app://com.example.android/http/example.com/gizmos?1234.",ATTRIBUTE,STRING,asset.dynamic_education_asset.android_app_link,N/A
True,True,True,False,"Contextual keywords, for example, Nursing certification, Health, Mountain View.",ATTRIBUTE,STRING,asset.dynamic_education_asset.contextual_keywords,N/A
True,False,True,True,"Image url, for example, http://www.example.com/image.png. The image will not be uploaded as image asset.",ATTRIBUTE,STRING,asset.dynamic_education_asset.image_url,N/A
True,False,True,True,"iOS deep link, for example, exampleApp://content/page.",ATTRIBUTE,STRING,asset.dynamic_education_asset.ios_app_link,N/A
True,False,True,True,"iOS app store ID. This is used to check if the user has the app installed on their device before deep linking. If this field is set, then the ios_app_link field must also be present.",ATTRIBUTE,INT64,asset.dynamic_education_asset.ios_app_store_id,N/A
True,False,True,True,Location ID which can be any sequence of letters and digits and must be unique.,ATTRIBUTE,STRING,asset.dynamic_education_asset.location_id,N/A
True,False,True,True,"Program description, for example, Nursing Certification.",ATTRIBUTE,STRING,asset.dynamic_education_asset.program_description,N/A
True,False,True,True,"Required. Program ID which can be any sequence of letters and digits, and must be unique and match the values of remarketing tag. Required.",ATTRIBUTE,STRING,asset.dynamic_education_asset.program_id,N/A
True,False,True,True,"Required. Program name, for example, Nursing. Required.",ATTRIBUTE,STRING,asset.dynamic_education_asset.program_name,N/A
True,False,True,True,"School name, for example, Mountain View School of Nursing.",ATTRIBUTE,STRING,asset.dynamic_education_asset.school_name,N/A
True,True,True,False,Similar program IDs.,ATTRIBUTE,STRING,asset.dynamic_education_asset.similar_program_ids,N/A
True,False,True,True,"Subject of study, for example, Health.",ATTRIBUTE,STRING,asset.dynamic_education_asset.subject,N/A
True,False,True,True,"Thumbnail image url, for example, http://www.example.com/thumbnail.png. The thumbnail image will not be uploaded as image asset.",ATTRIBUTE,STRING,asset.dynamic_education_asset.thumbnail_image_url,N/A
True,False,True,True,"Android deep link, for example, android-app://com.example.android/http/example.com/gizmos?1234.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.android_app_link,N/A
True,False,True,True,"A custom field which can be multiple key to values mapping separated by delimiters ("","", ""|"" and "":""), in the forms of "": , , ... , | : , ... , | ... | : , ... ,"" for example, wifi: most | aircraft: 320, 77W | flights: 42 | legroom: 32"".",ATTRIBUTE,STRING,asset.dynamic_flights_asset.custom_mapping,N/A
True,False,True,True,"Required. Destination ID which can be any sequence of letters and digits, and must be unique and match the values of remarketing tag. Required.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.destination_id,N/A
True,False,True,True,"Destination name, for example, Paris.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.destination_name,N/A
True,False,True,True,"Required. Flight description, for example, Book your ticket. Required.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.flight_description,N/A
True,False,True,True,"Flight price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 100.00 USD.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.flight_price,N/A
True,False,True,True,"Flight sale price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 80.00 USD. Must be less than the 'flight_price' field.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.flight_sale_price,N/A
True,False,True,True,"Formatted price which can be any characters. If set, this attribute will be used instead of 'price', for example, Starting at $100.00.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.formatted_price,N/A
True,False,True,True,"Formatted sale price which can be any characters. If set, this attribute will be used instead of 'sale price', for example, On sale for $80.00.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.formatted_sale_price,N/A
True,False,True,True,"Image URL, for example, http://www.example.com/image.png. The image will not be uploaded as image asset.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.image_url,N/A
True,False,True,True,"iOS deep link, for example, exampleApp://content/page.",ATTRIBUTE,STRING,asset.dynamic_flights_asset.ios_app_link,N/A
True,False,True,True,"iOS app store ID. This is used to check if the user has the app installed on their device before deep linking. If this field is set, then the ios_app_link field must also be present.",ATTRIBUTE,INT64,asset.dynamic_flights_asset.ios_app_store_id,N/A
True,False,True,True,Origin ID which can be any sequence of letters and digits. The ID sequence (destination ID + origin ID) must be unique.,ATTRIBUTE,STRING,asset.dynamic_flights_asset.origin_id,N/A
